resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,circuitId
2030,115,15,4,7,8,\N,R,16,0,22,\N,\N,\N,\N,\N,\N,3,7
2031,115,21,17,11,16,\N,R,17,0,20,\N,\N,\N,\N,\N,\N,6,7
2032,115,52,17,12,19,\N,R,18,0,20,\N,\N,\N,\N,\N,\N,5,7
2033,115,35,16,16,14,\N,R,19,0,14,\N,\N,\N,\N,\N,\N,23,7
2034,115,49,15,10,10,\N,R,20,0,6,\N,\N,\N,\N,\N,\N,40,7
2035,116,23,3,4,3,1,1,1,10,60,34:43.6,5683622,\N,\N,\N,\N,1,20
2036,116,31,3,3,4,2,2,2,8,60,16.821,5700443,\N,\N,\N,\N,1,20
2037,116,22,6,2,5,3,3,3,6,60,39.673,5723295,\N,\N,\N,\N,1,20
2038,116,4,4,8,8,4,4,4,5,60,+1:05.731,5749353,\N,\N,\N,\N,1,20
2039,116,30,6,1,2,5,5,5,4,60,+1:06.162,5749784,\N,\N,\N,\N,1,20
2040,116,17,19,14,11,6,6,6,3,59,\N,\N,\N,\N,\N,\N,11,20
2041,116,18,16,17,12,7,7,7,2,59,\N,\N,\N,\N,\N,\N,11,20
2042,116,2,15,9,20,8,8,8,1,59,\N,\N,\N,\N,\N,\N,11,20
2043,116,49,15,10,15,9,9,9,0,59,\N,\N,\N,\N,\N,\N,11,20
2044,116,42,19,15,16,10,10,10,0,59,\N,\N,\N,\N,\N,\N,11,20
2045,116,52,17,12,14,11,11,11,0,58,\N,\N,\N,\N,\N,\N,12,20
2046,116,21,17,11,13,12,12,12,0,58,\N,\N,\N,\N,\N,\N,12,20
2047,116,51,18,18,19,13,13,13,0,58,\N,\N,\N,\N,\N,\N,12,20
2048,116,50,18,19,18,14,14,14,0,57,\N,\N,\N,\N,\N,\N,13,20
2049,116,14,1,5,9,15,15,15,0,56,\N,\N,\N,\N,\N,\N,14,20
2050,116,43,7,21,10,\N,R,16,0,53,\N,\N,\N,\N,\N,\N,5,20
2051,116,35,16,16,17,\N,R,17,0,51,\N,\N,\N,\N,\N,\N,6,20
2052,116,15,4,7,6,\N,R,18,0,37,\N,\N,\N,\N,\N,\N,32,20
2053,116,44,7,20,7,\N,R,19,0,37,\N,\N,\N,\N,\N,\N,20,20
2054,116,8,1,6,1,\N,R,20,0,25,\N,\N,\N,\N,\N,\N,5,20
2055,117,23,3,4,1,1,1,1,10,70,30:49.2,5449213,\N,\N,\N,\N,1,8
2056,117,31,3,3,2,2,2,2,8,70,13.813,5463026,\N,\N,\N,\N,1,8
2057,117,30,6,1,3,3,3,3,6,70,19.568,5468781,\N,\N,\N,\N,1,8
2058,117,8,1,6,4,4,4,4,5,70,38.047,5487260,\N,\N,\N,\N,1,8
2059,117,14,1,5,5,5,5,5,4,70,40.289,5489502,\N,\N,\N,\N,1,8
2060,117,17,19,14,9,6,6,6,3,70,+1:06.380,5515593,\N,\N,\N,\N,1,8
2061,117,22,6,2,8,7,7,7,2,69,\N,\N,\N,\N,\N,\N,11,8
2062,117,44,7,20,10,8,8,8,1,69,\N,\N,\N,\N,\N,\N,11,8
2063,117,35,16,16,12,9,9,9,0,69,\N,\N,\N,\N,\N,\N,11,8
2064,117,42,19,15,11,10,10,10,0,69,\N,\N,\N,\N,\N,\N,11,8
2065,117,43,7,21,13,11,11,11,0,69,\N,\N,\N,\N,\N,\N,11,8
2066,117,49,15,10,16,12,12,12,0,68,\N,\N,\N,\N,\N,\N,12,8
2067,117,2,15,9,15,13,13,13,0,68,\N,\N,\N,\N,\N,\N,12,8
2068,117,51,18,18,20,14,14,14,0,67,\N,\N,\N,\N,\N,\N,13,8
2069,117,52,17,12,18,15,15,15,0,67,\N,\N,\N,\N,\N,\N,13,8
2070,117,50,18,19,19,16,16,16,0,66,\N,\N,\N,\N,\N,\N,14,8
2071,117,15,4,7,6,\N,R,17,0,45,\N,\N,\N,\N,\N,\N,5,8
2072,117,4,4,8,7,\N,R,18,0,43,\N,\N,\N,\N,\N,\N,5,8
2073,117,21,17,11,17,\N,R,19,0,42,\N,\N,\N,\N,\N,\N,5,8
2074,117,18,16,17,14,\N,R,20,0,23,\N,\N,\N,\N,\N,\N,74,8
2075,118,22,6,2,1,1,1,1,10,60,28:37.6,5317554,\N,\N,\N,\N,1,9
2076,118,31,3,3,7,2,2,2,8,60,5.462,5323016,\N,\N,\N,\N,1,9
2077,118,8,1,6,3,3,3,3,6,60,10.656,5328210,\N,\N,\N,\N,1,9
2078,118,30,6,1,5,4,4,4,5,60,25.648,5343202,\N,\N,\N,\N,1,9
2079,118,14,1,5,12,5,5,5,4,60,36.827,5354381,\N,\N,\N,\N,1,9
2080,118,15,4,7,2,6,6,6,3,60,43.067,5360621,\N,\N,\N,\N,1,9
2081,118,43,7,21,6,7,7,7,2,60,45.085,5362639,\N,\N,\N,\N,1,9
2082,118,18,16,17,20,8,8,8,1,60,45.478,5363032,\N,\N,\N,\N,1,9
2083,118,23,3,4,4,9,9,9,0,60,58.032,5375586,\N,\N,\N,\N,1,9
2084,118,35,16,16,9,10,10,10,0,60,+1:03.569,5381123,\N,\N,\N,\N,1,9
2085,118,44,7,20,13,11,11,11,0,60,+1:05.207,5382761,\N,\N,\N,\N,1,9
2086,118,49,15,10,14,12,12,12,0,60,+1:05.564,5383118,\N,\N,\N,\N,1,9
2087,118,52,17,12,17,13,13,13,0,59,\N,\N,\N,\N,\N,\N,11,9
2088,118,17,19,14,11,14,14,14,0,59,\N,\N,\N,\N,\N,\N,11,9
2089,118,50,18,19,19,15,15,15,0,58,\N,\N,\N,\N,\N,\N,12,9
2090,118,51,18,18,18,16,16,16,0,58,\N,\N,\N,\N,\N,\N,12,9
2091,118,2,15,9,16,17,17,17,0,58,\N,\N,\N,\N,\N,\N,12,9
2092,118,4,4,8,8,\N,R,18,0,52,\N,\N,\N,\N,\N,\N,6,9
2093,118,21,17,11,15,\N,R,19,0,44,\N,\N,\N,\N,\N,\N,22,9
2094,118,42,19,15,10,\N,R,20,0,32,\N,\N,\N,\N,\N,\N,5,9
2095,119,31,3,3,1,1,1,1,10,67,28:48.8,5328769,\N,\N,\N,\N,1,10
2096,119,14,1,5,10,2,2,2,8,67,+1:05.459,5394228,\N,\N,\N,\N,1,10
2097,119,15,4,7,4,3,3,3,6,67,+1:09.060,5397829,\N,\N,\N,\N,1,10
2098,119,4,4,8,8,4,4,4,5,67,+1:09.344,5398113,\N,\N,\N,\N,1,10
2099,119,44,7,20,7,5,5,5,4,66,\N,\N,\N,\N,\N,\N,11,10
2100,119,43,7,21,9,6,6,6,3,66,\N,\N,\N,\N,\N,\N,11,10
2101,119,30,6,1,6,7,7,7,2,66,\N,\N,\N,\N,\N,\N,11,10
2102,119,18,16,17,17,8,8,8,1,66,\N,\N,\N,\N,\N,\N,11,10
2103,119,35,16,16,13,9,9,9,0,65,\N,\N,\N,\N,\N,\N,12,10
2104,119,2,15,9,15,10,10,10,0,65,\N,\N,\N,\N,\N,\N,12,10
2105,119,17,19,14,11,11,11,11,0,64,\N,\N,\N,\N,\N,\N,3,10
2106,119,53,18,18,20,12,12,12,0,62,\N,\N,\N,\N,\N,\N,15,10
2107,119,21,17,11,13,13,13,13,0,60,\N,\N,\N,\N,\N,\N,5,10
2108,119,50,18,19,19,\N,R,14,0,23,\N,\N,\N,\N,\N,\N,9,10
2109,119,51,19,15,16,\N,R,15,0,6,\N,\N,\N,\N,\N,\N,6,10
2110,119,23,3,4,2,\N,R,16,0,1,\N,\N,\N,\N,\N,\N,3,10
2111,119,49,15,10,14,\N,R,17,0,1,\N,\N,\N,\N,\N,\N,3,10
2112,119,22,6,2,3,\N,R,18,0,0,\N,\N,\N,\N,\N,\N,3,10
2113,119,8,1,6,5,\N,R,19,0,0,\N,\N,\N,\N,\N,\N,3,10
2114,119,52,17,12,18,\N,R,20,0,0,\N,\N,\N,\N,\N,\N,3,10
2115,120,4,4,8,1,1,1,1,10,70,39:01.5,5941460,\N,\N,\N,\N,1,11
2116,120,8,1,6,7,2,2,2,8,70,16.768,5958228,\N,\N,\N,\N,1,11
2117,120,31,3,3,4,3,3,3,6,70,34.537,5975997,\N,\N,\N,\N,1,11
2118,120,23,3,4,2,4,4,4,5,70,35.62,5977080,\N,\N,\N,\N,1,11
2119,120,14,1,5,9,5,5,5,4,70,56.535,5997995,\N,\N,\N,\N,1,11
2120,120,17,19,14,3,6,6,6,3,70,+1:12.643,6014103,\N,\N,\N,\N,1,11
2121,120,15,4,7,6,7,7,7,2,69,\N,\N,\N,\N,\N,\N,11,11
2122,120,30,6,1,8,8,8,8,1,69,\N,\N,\N,\N,\N,\N,11,11
2123,120,2,15,9,11,9,9,9,0,69,\N,\N,\N,\N,\N,\N,11,11
2124,120,18,16,17,14,10,10,10,0,69,\N,\N,\N,\N,\N,\N,11,11
2125,120,43,7,21,15,11,11,11,0,68,\N,\N,\N,\N,\N,\N,12,11
2126,120,50,18,19,18,12,12,12,0,67,\N,\N,\N,\N,\N,\N,13,11
2127,120,53,18,18,20,13,13,13,0,66,\N,\N,\N,\N,\N,\N,14,11
2128,120,49,15,10,17,\N,R,14,0,47,\N,\N,\N,\N,\N,\N,60,11
2129,120,51,19,15,12,\N,R,15,0,42,\N,\N,\N,\N,\N,\N,5,11
2130,120,47,17,12,19,\N,R,16,0,34,\N,\N,\N,\N,\N,\N,5,11
2131,120,44,7,20,10,\N,R,17,0,33,\N,\N,\N,\N,\N,\N,6,11
2132,120,21,17,11,13,\N,R,18,0,28,\N,\N,\N,\N,\N,\N,5,11
2133,120,22,6,2,5,\N,R,19,0,19,\N,\N,\N,\N,\N,\N,22,11
2134,120,35,16,16,16,\N,R,20,0,14,\N,\N,\N,\N,\N,\N,9,11
2135,121,30,6,1,1,1,1,1,10,53,14:19.8,4459838,\N,\N,\N,\N,1,14
2136,121,31,3,3,2,2,2,2,8,53,5.294,4465132,\N,\N,\N,\N,1,14
2137,121,22,6,2,3,3,3,3,6,53,11.835,4471673,\N,\N,\N,\N,1,14
2138,121,8,1,6,4,4,4,4,5,53,12.834,4472672,\N,\N,\N,\N,1,14
2139,121,48,3,4,5,5,5,5,4,53,27.891,4487729,\N,\N,\N,\N,1,14
2140,121,35,16,16,10,6,6,6,3,52,\N,\N,\N,\N,\N,\N,11,14
2141,121,17,19,14,11,7,7,7,2,52,\N,\N,\N,\N,\N,\N,11,14
2142,121,4,4,8,20,8,8,8,1,52,\N,\N,\N,\N,\N,\N,11,14
2143,121,2,15,9,16,9,9,9,0,52,\N,\N,\N,\N,\N,\N,11,14
2144,121,21,17,11,13,10,10,10,0,52,\N,\N,\N,\N,\N,\N,11,14
2145,121,47,17,12,18,11,11,11,0,51,\N,\N,\N,\N,\N,\N,12,14
2146,121,53,18,18,19,12,12,12,0,51,\N,\N,\N,\N,\N,\N,12,14
2147,121,49,15,10,14,13,13,13,0,50,\N,\N,\N,\N,\N,\N,13,14
2148,121,14,1,5,8,\N,R,14,0,45,\N,\N,\N,\N,\N,\N,32,14
2149,121,44,7,20,9,\N,R,15,0,35,\N,\N,\N,\N,\N,\N,23,14
2150,121,50,18,19,17,\N,R,16,0,27,\N,\N,\N,\N,\N,\N,44,14
2151,121,18,16,17,7,\N,R,17,0,24,\N,\N,\N,\N,\N,\N,6,14
2152,121,43,7,21,12,\N,R,18,0,3,\N,\N,\N,\N,\N,\N,27,14
2153,121,51,19,15,15,\N,R,19,0,2,\N,\N,\N,\N,\N,\N,6,14
2154,121,15,4,7,6,\N,R,20,0,0,\N,\N,\N,\N,\N,\N,9,14
2155,122,30,6,1,7,1,1,1,10,73,33:36.0,5615997,\N,\N,\N,\N,1,19
2156,122,8,1,6,1,2,2,2,8,73,18.258,5634255,\N,\N,\N,\N,1,19
2157,122,49,15,10,15,3,3,3,6,73,37.964,5653961,\N,\N,\N,\N,1,19
2158,122,15,4,7,10,4,4,4,5,73,48.329,5664326,\N,\N,\N,\N,1,19
2159,122,2,15,9,13,5,5,5,4,73,56.403,5672400,\N,\N,\N,\N,1,19
2160,122,31,3,3,4,6,6,6,3,72,\N,\N,\N,\N,\N,\N,11,19
2161,122,21,17,11,17,7,7,7,2,72,\N,\N,\N,\N,\N,\N,11,19
2162,122,51,19,15,16,8,8,8,1,71,\N,\N,\N,\N,\N,\N,12,19
2163,122,43,7,21,9,9,9,9,0,71,\N,\N,\N,\N,\N,\N,12,19
2164,122,50,18,19,19,10,10,10,0,69,\N,\N,\N,\N,\N,\N,14,19
2165,122,53,18,18,20,11,11,11,0,69,\N,\N,\N,\N,\N,\N,14,19
2166,122,35,16,16,12,\N,R,12,0,63,\N,\N,\N,\N,\N,\N,5,19
2167,122,52,17,12,18,\N,R,13,0,48,\N,\N,\N,\N,\N,\N,20,19
2168,122,14,1,5,8,\N,R,14,0,45,\N,\N,\N,\N,\N,\N,6,19
2169,122,4,4,8,6,\N,R,15,0,44,\N,\N,\N,\N,\N,\N,5,19
2170,122,18,16,17,11,\N,R,16,0,41,\N,\N,\N,\N,\N,\N,5,19
2171,122,44,7,20,3,\N,R,17,0,27,\N,\N,\N,\N,\N,\N,3,19
2172,122,17,19,14,14,\N,R,18,0,21,\N,\N,\N,\N,\N,\N,3,19
2173,122,23,3,4,5,\N,R,19,0,21,\N,\N,\N,\N,\N,\N,3,19
2174,122,22,6,2,2,\N,R,20,0,2,\N,\N,\N,\N,\N,\N,4,19
2175,123,22,6,2,1,1,1,1,10,53,25:11.7,5111743,\N,\N,\N,\N,1,22
2176,123,8,1,6,8,2,2,2,8,53,11.085,5122828,\N,\N,\N,\N,1,22
2177,123,14,1,5,7,3,3,3,6,53,11.614,5123357,\N,\N,\N,\N,1,22
2178,123,18,16,17,9,4,4,4,5,53,33.106,5144849,\N,\N,\N,\N,1,22
2179,123,15,4,7,20,5,5,5,4,53,34.269,5146012,\N,\N,\N,\N,1,22
2180,123,11,16,16,13,6,6,6,3,53,51.692,5163435,\N,\N,\N,\N,1,22
2181,123,43,7,21,3,7,7,7,2,53,56.794,5168537,\N,\N,\N,\N,1,22
2182,123,30,6,1,14,8,8,8,1,53,59.487,5171230,\N,\N,\N,\N,1,22
2183,123,2,15,9,11,9,9,9,0,53,+1:00.159,5171902,\N,\N,\N,\N,1,22
2184,123,44,7,20,4,10,10,10,0,53,+1:01.844,5173587,\N,\N,\N,\N,1,22
2185,123,17,19,14,6,11,11,11,0,53,+1:11.005,5182748,\N,\N,\N,\N,1,22
2186,123,23,3,4,19,12,12,12,0,52,\N,\N,\N,\N,\N,\N,11,22
2187,123,51,19,15,10,13,13,13,0,52,\N,\N,\N,\N,\N,\N,11,22
2188,123,52,17,12,15,14,14,14,0,51,\N,\N,\N,\N,\N,\N,12,22
2189,123,50,18,19,17,15,15,15,0,51,\N,\N,\N,\N,\N,\N,12,22
2190,123,53,18,18,18,16,16,16,0,50,\N,\N,\N,\N,\N,\N,13,22
2191,123,21,17,11,16,\N,R,17,0,33,\N,\N,\N,\N,\N,\N,60,22
2192,123,4,4,8,5,\N,R,18,0,17,\N,\N,\N,\N,\N,\N,5,22
2193,123,49,15,10,12,\N,R,19,0,9,\N,\N,\N,\N,\N,\N,5,22
2194,123,31,3,3,2,\N,R,20,0,9,\N,\N,\N,\N,\N,\N,9,22
2195,124,30,6,1,2,1,1,1,10,58,35:36.8,5736792,\N,\N,\N,\N,1,1
2196,124,31,3,6,6,2,2,2,6,58,18.628,5755420,\N,\N,\N,\N,1,1
2197,124,8,1,4,5,3,3,3,4,58,25.067,5761859,\N,\N,\N,\N,1,1
2198,124,56,19,16,19,4,4,4,3,57,\N,\N,\N,\N,\N,\N,11,1
2199,124,17,18,23,18,5,5,5,2,56,\N,\N,\N,\N,\N,\N,12,1
2200,124,63,7,24,14,6,6,6,1,56,\N,\N,\N,\N,\N,\N,12,1
2201,124,62,18,22,21,7,7,7,0,55,\N,\N,\N,\N,\N,\N,13,1
2202,124,37,19,17,20,8,8,8,0,53,\N,\N,\N,\N,\N,\N,15,1
2203,124,14,1,3,4,\N,R,9,0,33,\N,\N,\N,\N,\N,\N,6,1
2204,124,35,16,11,13,\N,R,10,0,27,\N,\N,\N,\N,\N,\N,41,1
2205,124,49,21,20,15,\N,D,11,0,16,\N,\N,\N,\N,\N,\N,2,1
2206,124,59,21,21,17,\N,D,12,0,15,\N,\N,\N,\N,\N,\N,2,1
2207,124,11,17,10,22,\N,R,13,0,12,\N,\N,\N,\N,\N,\N,10,1
2208,124,15,4,14,7,\N,R,14,0,8,\N,\N,\N,\N,\N,\N,20,1
2209,124,22,6,2,1,\N,R,15,0,0,\N,\N,\N,\N,\N,\N,4,1
2210,124,23,3,5,3,\N,R,16,0,0,\N,\N,\N,\N,\N,\N,4,1
2211,124,21,17,9,8,\N,R,17,0,0,\N,\N,\N,\N,\N,\N,4,1
2212,124,13,15,8,9,\N,R,18,0,0,\N,\N,\N,\N,\N,\N,4,1
2213,124,2,15,7,10,\N,R,19,0,0,\N,\N,\N,\N,\N,\N,4,1
2214,124,18,4,15,11,\N,R,20,0,0,\N,\N,\N,\N,\N,\N,4,1
2215,124,44,16,12,12,\N,R,21,0,0,\N,\N,\N,\N,\N,\N,4,1
2216,124,66,7,25,16,\N,R,22,0,0,\N,\N,\N,\N,\N,\N,4,1
2217,125,23,3,5,4,1,1,1,10,56,34:12.9,5652912,\N,\N,\N,\N,1,2
2218,125,31,3,6,2,2,2,2,6,56,39.7,5692612,\N,\N,\N,\N,1,2
2219,125,30,6,1,1,3,3,3,4,56,+1:01.795,5714707,\N,\N,\N,\N,1,2
2220,125,18,4,15,8,4,4,4,3,56,+1:09.767,5722679,\N,\N,\N,\N,1,2
2221,125,2,15,7,7,5,5,5,2,55,\N,\N,\N,\N,\N,\N,11,2
2222,125,13,15,8,14,6,6,6,1,55,\N,\N,\N,\N,\N,\N,11,2
2223,125,66,7,25,19,7,7,7,0,55,\N,\N,\N,\N,\N,\N,11,2
2224,125,35,16,11,13,8,8,8,0,55,\N,\N,\N,\N,\N,\N,11,2
2225,125,11,17,10,15,9,9,9,0,54,\N,\N,\N,\N,\N,\N,12,2
2226,125,37,19,17,17,10,10,10,0,54,\N,\N,\N,\N,\N,\N,12,2
2227,125,49,21,20,11,11,11,11,0,54,\N,\N,\N,\N,\N,\N,12,2
2228,125,63,7,24,10,12,12,12,0,53,\N,\N,\N,\N,\N,\N,13,2
2229,125,21,17,9,9,13,13,13,0,53,\N,\N,\N,\N,\N,\N,13,2
2230,125,22,6,2,3,\N,R,14,0,39,\N,\N,\N,\N,\N,\N,5,2
2231,125,17,18,23,21,\N,R,15,0,34,\N,\N,\N,\N,\N,\N,10,2
2232,125,56,19,16,20,\N,R,16,0,30,\N,\N,\N,\N,\N,\N,9,2
2233,125,62,18,22,22,\N,R,17,0,29,\N,\N,\N,\N,\N,\N,6,2
2234,125,8,1,4,5,\N,R,18,0,24,\N,\N,\N,\N,\N,\N,5,2
2235,125,59,21,21,16,\N,R,19,0,20,\N,\N,\N,\N,\N,\N,74,2
2236,125,14,1,3,6,\N,R,20,0,15,\N,\N,\N,\N,\N,\N,5,2
2237,125,44,16,12,18,\N,R,21,0,9,\N,\N,\N,\N,\N,\N,8,2
2238,125,15,4,14,12,\N,R,22,0,9,\N,\N,\N,\N,\N,\N,25,2
2239,126,30,6,1,2,1,1,1,10,71,31:43.7,5503662,\N,\N,\N,\N,1,18
2240,126,23,3,5,3,2,2,2,6,71,0.588,5504250,\N,\N,\N,\N,1,18
2241,126,14,1,3,4,3,3,3,4,71,59.109,5562771,\N,\N,\N,\N,1,18
2242,126,18,4,15,7,4,4,4,3,71,+1:06.883,5570545,\N,\N,\N,\N,1,18
2243,126,31,3,6,1,5,5,5,2,71,+1:07.563,5571225,\N,\N,\N,\N,1,18
2244,126,63,7,24,10,6,6,6,1,70,\N,\N,\N,\N,\N,\N,11,18
2245,126,56,19,16,13,7,7,7,0,70,\N,\N,\N,\N,\N,\N,11,18
2246,126,37,19,17,11,8,8,8,0,70,\N,\N,\N,\N,\N,\N,11,18
2247,126,11,17,10,19,9,9,9,0,69,\N,\N,\N,\N,\N,\N,12,18
2248,126,35,16,11,15,10,10,10,0,68,\N,\N,\N,\N,\N,\N,5,18
2249,126,17,18,23,20,11,11,11,0,68,\N,\N,\N,\N,\N,\N,13,18
2250,126,8,1,4,5,12,12,12,0,67,\N,\N,\N,\N,\N,\N,46,18
2251,126,62,18,22,22,13,13,13,0,67,\N,\N,\N,\N,\N,\N,14,18
2252,126,2,15,7,9,\N,R,14,0,61,\N,\N,\N,\N,\N,\N,23,18
2253,126,15,4,14,6,\N,R,15,0,60,\N,\N,\N,\N,\N,\N,5,18
2254,126,13,15,8,12,\N,R,16,0,41,\N,\N,\N,\N,\N,\N,4,18
2255,126,66,7,25,16,\N,R,17,0,40,\N,\N,\N,\N,\N,\N,20,18
2256,126,44,16,12,17,\N,R,18,0,25,\N,\N,\N,\N,\N,\N,6,18
2257,126,49,21,20,18,\N,R,19,0,25,\N,\N,\N,\N,\N,\N,22,18
2258,126,59,21,21,21,\N,R,20,0,19,\N,\N,\N,\N,\N,\N,22,18
2259,126,22,6,2,8,\N,R,21,0,16,\N,\N,\N,\N,\N,\N,9,18
2260,126,21,17,9,14,\N,R,22,0,6,\N,\N,\N,\N,\N,\N,5,18
2261,127,30,6,1,1,1,1,1,10,62,29:10.8,5350789,\N,\N,\N,\N,1,21
2262,127,22,6,2,2,2,2,2,6,62,17.907,5368696,\N,\N,\N,\N,1,21
2263,127,23,3,5,3,3,3,3,4,62,19.755,5370544,\N,\N,\N,\N,1,21
2264,127,31,3,6,4,4,4,4,3,62,44.725,5395514,\N,\N,\N,\N,1,21
2265,127,18,4,15,9,5,5,5,2,62,+1:23.395,5434184,\N,\N,\N,\N,1,21
2266,127,14,1,3,6,6,6,6,1,61,\N,\N,\N,\N,\N,\N,11,21
2267,127,35,16,11,10,7,7,7,0,61,\N,\N,\N,\N,\N,\N,11,21
2268,127,13,15,8,11,8,8,8,0,61,\N,\N,\N,\N,\N,\N,11,21
2269,127,15,4,14,8,9,9,9,0,61,\N,\N,\N,\N,\N,\N,11,21
2270,127,2,15,7,7,10,10,10,0,61,\N,\N,\N,\N,\N,\N,11,21
2271,127,17,18,23,19,11,11,11,0,60,\N,\N,\N,\N,\N,\N,12,21
2272,127,59,21,21,20,\N,R,12,0,50,\N,\N,\N,\N,\N,\N,75,21
2273,127,56,19,16,18,\N,R,13,0,45,\N,\N,\N,\N,\N,\N,30,21
2274,127,8,1,4,5,\N,R,14,0,44,\N,\N,\N,\N,\N,\N,43,21
2275,127,44,16,12,12,\N,R,15,0,44,\N,\N,\N,\N,\N,\N,37,21
2276,127,37,19,17,22,\N,R,16,0,30,\N,\N,\N,\N,\N,\N,30,21
2277,127,63,7,24,16,\N,R,17,0,26,\N,\N,\N,\N,\N,\N,6,21
2278,127,49,21,20,13,\N,R,18,0,25,\N,\N,\N,\N,\N,\N,75,21
2279,127,21,17,9,15,\N,R,19,0,19,\N,\N,\N,\N,\N,\N,9,21
2280,127,11,17,10,14,\N,R,20,0,5,\N,\N,\N,\N,\N,\N,6,21
2281,127,66,7,25,17,\N,R,21,0,0,\N,\N,\N,\N,\N,\N,10,21
2282,127,62,18,22,0,\N,F,22,0,0,\N,\N,\N,\N,\N,\N,77,21
2283,128,30,6,1,1,1,1,1,10,65,30:30.0,5429981,\N,\N,\N,\N,1,4
2284,128,31,3,6,4,2,2,2,6,65,35.63,5465611,\N,\N,\N,\N,1,4
2285,128,14,1,3,7,3,3,3,4,65,42.623,5472604,\N,\N,\N,\N,1,4
2286,128,2,15,7,8,4,4,4,3,65,+1:06.697,5496678,\N,\N,\N,\N,1,4
2287,128,13,15,8,11,5,5,5,2,65,+1:18.973,5508954,\N,\N,\N,\N,1,4
2288,128,49,21,20,10,6,6,6,1,65,+1:20.430,5510411,\N,\N,\N,\N,1,4
2289,128,35,16,11,15,7,7,7,0,64,\N,\N,\N,\N,\N,\N,11,4
2290,128,66,7,25,19,8,8,8,0,64,\N,\N,\N,\N,\N,\N,11,4
2291,128,63,7,24,17,9,9,9,0,64,\N,\N,\N,\N,\N,\N,11,4
2292,128,15,4,14,9,10,10,10,0,63,\N,\N,\N,\N,\N,\N,5,4
2293,128,23,3,5,3,11,11,11,0,63,\N,\N,\N,\N,\N,\N,5,4
2294,128,18,4,15,6,12,12,12,0,60,\N,\N,\N,\N,\N,\N,9,4
2295,128,44,16,12,13,\N,R,13,0,43,\N,\N,\N,\N,\N,\N,43,4
2296,128,56,19,16,22,\N,R,14,0,41,\N,\N,\N,\N,\N,\N,9,4
2297,128,59,21,21,14,\N,R,15,0,40,\N,\N,\N,\N,\N,\N,9,4
2298,128,11,17,10,18,\N,R,16,0,10,\N,\N,\N,\N,\N,\N,20,4
2299,128,21,17,9,12,\N,R,17,0,5,\N,\N,\N,\N,\N,\N,9,4
2300,128,8,1,4,5,\N,R,18,0,4,\N,\N,\N,\N,\N,\N,65,4
2301,128,37,19,17,16,\N,R,19,0,2,\N,\N,\N,\N,\N,\N,20,4
2302,128,22,6,2,2,\N,W,20,0,0,\N,\N,\N,\N,\N,\N,6,4
2303,128,17,18,22,20,\N,W,21,0,0,\N,\N,\N,\N,\N,\N,78,4
2304,128,62,18,23,21,\N,W,22,0,0,\N,\N,\N,\N,\N,\N,78,4
2305,129,30,6,1,3,1,1,1,10,71,33:51.6,5631562,\N,\N,\N,\N,1,23
2306,129,22,6,2,1,2,2,2,6,71,0.182,5631744,\N,\N,\N,\N,1,23
2307,129,31,3,6,4,3,3,3,4,71,17.73,5649292,\N,\N,\N,\N,1,23
2308,129,23,3,5,2,4,4,4,3,71,18.448,5650010,\N,\N,\N,\N,1,23
2309,129,21,17,9,15,5,5,5,2,71,49.965,5681527,\N,\N,\N,\N,1,23
2310,129,14,1,3,8,6,6,6,1,71,50.672,5682234,\N,\N,\N,\N,1,23
2311,129,18,4,15,13,7,7,7,0,71,51.229,5682791,\N,\N,\N,\N,1,23
2312,129,63,7,24,10,8,8,8,0,71,+1:09.425,5700987,\N,\N,\N,\N,1,23
2313,129,66,7,25,14,9,9,9,0,71,+1:09.718,5701280,\N,\N,\N,\N,1,23
2314,129,35,16,11,17,10,10,10,0,70,\N,\N,\N,\N,\N,\N,11,23
2315,129,49,21,20,11,11,11,11,0,69,\N,\N,\N,\N,\N,\N,12,23
2316,129,17,18,23,21,12,12,12,0,69,\N,\N,\N,\N,\N,\N,12,23
2317,129,15,4,14,16,\N,R,13,0,44,\N,\N,\N,\N,\N,\N,32,23
2318,129,62,18,22,22,\N,R,14,0,42,\N,\N,\N,\N,\N,\N,5,23
2319,129,56,19,16,20,\N,R,15,0,38,\N,\N,\N,\N,\N,\N,9,23
2320,129,2,15,7,5,\N,R,16,0,27,\N,\N,\N,\N,\N,\N,4,23
2321,129,11,17,10,18,\N,R,17,0,26,\N,\N,\N,\N,\N,\N,4,23
2322,129,44,16,12,9,\N,R,18,0,22,\N,\N,\N,\N,\N,\N,5,23
2323,129,13,15,8,7,\N,R,19,0,7,\N,\N,\N,\N,\N,\N,22,23
2324,129,8,1,4,6,\N,R,20,0,5,\N,\N,\N,\N,\N,\N,5,23
2325,129,59,21,21,12,\N,R,21,0,2,\N,\N,\N,\N,\N,\N,4,23
2326,129,37,19,17,19,\N,R,22,0,0,\N,\N,\N,\N,\N,\N,37,23
2327,130,14,1,3,2,1,1,1,10,78,45:39.1,6339055,\N,\N,\N,\N,1,6
2328,130,30,6,1,3,2,2,2,6,78,1.05,6340105,\N,\N,\N,\N,1,6
2329,130,23,3,5,4,3,3,3,4,78,+1:07.450,6406505,\N,\N,\N,\N,1,6
